OMP_ENABLED,N_THREADS,N_JOBS,SUCCESS,FAIL,TIME_SEC,THROUGHPUT_JS

0,1,1,1,1,100000,100000,0,30.842030,3242.328688
0,1,1,1,1,100000,100000,0,50.810273,1968.105930
0,1,1,1,1,100000,100000,0,30.670533,3260.458454
0,1,1,1,1,100000,100000,0,29.621510,3375.925119
0,1,1,1,1,100000,100000,0,49.755730,2009.818754
0,1,1,1,1,100000,100000,0,29.871600,3347.661316
0,1,1,1,1,100000,100000,0,29.642077,3373.582765
0,1,1,1,1,100000,100000,0,30.051355,3327.636991
0,1,1,1,1,100000,100000,0,49.509651,2019.808202
0,1,1,1,1,100000,100000,0,31.673913,3157.172271
